ID,[Area] Sample127,[Area] Sample128,[Area] Sample129,[Area] Sample130,[Area] Sample131,[Area] Sample132,[Area] Sample133,[Area] Sample134,[Area] Sample137,[Area] Sample138,[Area] Sample139,[Area] Sample140,[Area] Sample141,[Area] Sample142,[Area] Sample143,[Area] Sample144,[Area] Sample145,[Area] Sample148,[Area] Sample149,[Area] Sample150,[Area] Sample151,[Area] Sample152,[Area] Sample153,[Area] Sample154,[Area] Sample155,[Area] Sample158,[Area] Sample159,[Area] Sample160,[Area] Sample161,[Area] Sample162,[Area] Sample163,[Area] Sample164,[Area] Sample165,[Area] Sample168,[Area] Sample169,[Area] Sample170,[Area] Sample171,[Area] Sample172,[Area] Sample173,[Area] Sample174,[Area] Sample175,[Area] Sample178,[Area] Sample179,[Area] Sample180,[Area] Sample181,[Area] Sample182,[Area] Sample183,[Area] Sample184,[Area] Sample185,[Area] Sample186,[Area] Sample189,[Area] Sample190,[Area] Sample191,[Area] Sample192,[Area] Sample193,[Area] Sample194,[Area] Sample195,[Area] Sample196,[Area] Sample197,[Area] Sample200,[Area] Sample201,[Area] Sample202,[Area] Sample203,[Area] Sample204,[Area] Sample205,[Area] Sample206,[Area] Sample207,[Area] Sample218,[Area] Sample219,[Area] Sample220,[Area] Sample221,[Area] Sample222,[Area] Sample223,[Area] Sample224,[Area] Sample225,[Area] Sample226,[Area] Sample229,[Area] Sample230,[Area] Sample231,[Area] Sample232,[Area] Sample233,[Area] Sample234,[Area] Sample235,[Area] Sample236,[Area] Sample239,[Area] Sample240,[Area] Sample241,[Area] Sample242,[Area] Sample243,[Area] Sample244
name,y60,y48, y33,w36,g13,r110,b18,PW,y60,r110,y60,b18,g13,w36,w36,b18,08A529,04LO73,03LO50,04LO60,12LO75,13LO82,08LO29,12LO38,08LO24,10LO33,04LO73,03LO50,04LO60,2LO75,13LO82,08LO29,12LO38,08LO24,10LO33,17RB16,17RB16,17RB35,17RB35,17RB61,17RB61,17RB68,17RB68,13CLM14,13CLM1,13CLM2,13CLM7,13CLM8,13CLM9,13CLM10,13CLM11,R6,R7,E14,E15,E16,R2,E20,E11,E13,E16,E14,R5,295,39,17-2,17-4,17-3,gigi,46,47,48,49,50,MT-5,3728,3730,830,10206,10207,10208,10211,10216,10217,10428,04LO49,05LO53,11LO40,11LO44,13LO02
class,Chronic,Chronic,Chronic,Negative,Negative,Chronic,Negative,Negative,Chronic,Chronic,Chronic,Negative,Negative,Negative,Negative,Negative,Sample,Sample,Sample,Chronic,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Chronic,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Chronic,Negative,Negative,Negative,Negative,Negative,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Negative,Negative,Negative,Sample
557.3773a2.49,59051.0256,162942.6212,230111.9264,258520.2192,59620.34461,143104.1096,393648.7678,646280.9153,225074.6151,119615.572,175014.0585,112186.3049,77800.4063,83627.71868,391268.4773,208075.5928,124893.1412,134904.9443,252624.7476,156347.4472,111097.5274,164900.6488,102919.9261,78975.20267,151590.9766,357151.8151,160708.9765,161124.5269,131184.9114,132662.3903,42950.20235,239986.5315,54108.90552,117651.1848,119499.6252,53880.15184,239189.1036,51163.64103,104895.9379,156764.067,95604.54629,86078.83362,152691.8617,76164.03098,47285.93326,44509.94558,48352.2084,30252.87975,78150.3819,23151.874,143095.9526,261221.3138,92949.75404,57256.44942,0,267893.3736,0,151064.0828,128204.5385,0,92209.01592,311550.9643,207929.4145,76871.711,89935.11938,32502.66079,38949.24544,172445.3303,67802.45557,116114.7835,32971.58648,25934.59628,43221.04633,215852.3002,64032.847,89593.0614,208350.7077,170031.2714,167144.2479,134947.4427,125299.2034,132293.298,163042.6864,75745.17473,125221.6956,111835.3876,155624.3843,139656.1651,129541.5916,77803.76925
246.2206a4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8304.883089,0,0,14655.4422,0,9475.662953,0,8906.36897,0,0,0,0,12407.63694,0,0,0,0,0,19968.09899,6329.001924,20261.94185,14845.71099,0,0,0,28689.13992,0,0,0,0,0,0,0,0,0,21031.16178,38987.81847,42001.42536,15004.89907,33837.97365,196815.1172,31044.2214,32442.87627,15410.6893,0,0,36870.97271,7776.994694,0,0,0,0,0,0,0,0,0,0,0,6640.023148,11900.77386,14033.01904,14121.58359,40072.77602,13372.26229,16995.03922,18002.5278,10408.25105,30752.13243,15598.05201,0,19904.67409,16280.5674,0
230.0778a0.54,64029.40783,148352.9957,79926.16978,24013.83785,47413.81044,69631.27919,57102.69962,46728.03943,55626.45671,0,97198.43866,75931.55576,46028.89666,42161.14532,55064.03224,89601.12322,72829.39432,166499.9009,102644.706,73361.50299,189912.9117,85857.90138,144681.3442,0,141738.6506,69340.86761,68658.22364,129982.3791,59730.38286,133328.6656,50064.14936,120294.4717,55449.80071,136335.3402,524347.4882,44657.15203,75861.90504,123878.0142,25859.44565,0,31337.64404,76531.59076,0,69231.17011,0,114508.7526,97056.79112,67468.38575,93901.33083,42730.85807,101344.357,79040.36123,0,0,110074.345,159251.115,0,45291.46192,0,88095.63939,140635.4611,79499.82684,158256.9451,156794.6462,23970.6743,56450.10842,100569.9588,79924.72293,110396.9622,74376.74273,42836.53325,59988.79517,26090.19531,61958.01455,36182.83785,157781.374,195346.6846,94305.71185,114553.2207,312998.7231,18438.3762,155386.801,103547.7155,158473.6165,206922.9402,83678.44031,186852.4739,320605.6673,86350.85786,44900.16259
482.2903a3.35,0,0,0,0,0,9346.277677,0,0,0,0,0,0,0,14864.31038,0,0,59611.20151,0,0,36630.08159,18617.2244,0,0,11472.05097,0,0,0,0,327546.0125,14076.57883,7092.905929,18270.13208,0,6476.419602,7420.162291,34300.34892,3596.28654,36697.03628,4658.045922,117364.3494,4602.338222,0,39579.03204,23095.04896,0,0,0,0,0,33906.49909,0,33108.47799,72044.65983,60813.7059,6628.499738,34253.27591,0,16265.61333,26211.68362,20482.66305,7953.886316,0,10466.53823,0,7090.609629,0,0,0,0,12126.4351,0,0,0,0,0,8142.939749,10294.74628,17506.16653,9839.89982,15219.97917,12773.17422,14377.99345,17238.22945,20104.84549,15210.16646,0,0,0,29966.83388,0
451.3854a5.29,48409.15449,50957.92606,97182.23537,60427.61225,60596.5113,71889.67039,213615.1281,195550.0781,162671.9634,0,82198.68674,83773.6985,68590.40935,187851.1423,101116.1192,88896.0853,320908.8829,0,126101.181,113881.3287,0,80912.87351,0,0,0,0,82635.02829,0,151460.2663,21454.06291,0,157904.6802,0,159243.634,143688.8629,70488.97023,0,0,254471.3657,237034.8565,188778.7835,91611.91477,0,179919.306,124909.2272,238460.0126,144477.6064,127571.0182,0,0,56028.51331,0,292275.7427,0,0,420221.7662,219432.5214,147317.3238,231035.3316,0,237556.1226,261042.2946,298349.7689,108707.3844,107802.7811,51099.327,140893.8835,146490.5243,351820.5112,148309.6671,54531.58891,34343.14454,17214.71264,60623.68033,102994.9667,105612.8426,300788.6696,69457.01617,249565.1272,315462.5871,190441.6548,146804.9453,162596.1374,177129.6544,206808.5991,77264.59995,81110.13126,145216.8005,137090.3575,51988.53531
1875.9439a1.44,8394.115495,29070.1679,27391.8018,29432.3749,20046.5274,35638.65417,50114.26286,55219.25667,25497.0788,25088.5644,12185.20341,39864.80316,17219.80615,21487.04621,27481.91034,27097.9791,107991.6859,29062.41858,173531.0505,35523.86752,0,36722.88266,140878.1296,179049.1076,50064.98618,242030.5906,57147.95787,73546.16296,245225.4866,49783.34088,21297.28344,78001.3627,83510.37543,260238.2822,266944.6382,18170.94736,193766.0305,69057.90464,140710.2011,393751.7716,198966.0673,134814.1984,249177.5802,33506.25721,22418.82875,24170.24056,38766.96521,30277.78841,20696.77299,0,18568.83984,209374.3434,232933.081,161302.9769,153340.2761,231917.8148,47195.58799,90709.79299,138791.0092,104327.2005,146174.9948,46504.21348,107573.0665,131660.2451,63048.57758,28979.69232,23123.42956,63815.92913,26301.8571,20652.42003,23732.16257,27567.8673,7255.95329,0,30712.56909,59650.78473,109028.8079,102054.3646,95585.72082,155375.0381,50582.06477,109001.9408,61732.29253,77457.66674,88370.90579,102187.0204,218705.9544,74177.06493,174699.3973,17660.44304
538.3722a4.26,16492.45023,246892.015,20602.24237,11547.77053,23816.68688,22176.48711,26038.1734,49820.16903,9270.781667,0,24408.55061,18180.22155,43023.38447,3791.923912,5294.362669,8978.164017,6627.670948,16302.24868,0,0,0,5527.321208,31125.11796,5241.479106,11642.54586,9612.746607,15715.0348,8917.85018,9658.53495,11074.14688,15408.2572,28727.85233,6787.380738,12430.78192,4848.904067,6487.174481,40128.20635,5702.296365,7373.07749,19750.22562,6438.889423,9297.01624,41140.31379,36770.8005,21676.88434,32762.31348,24747.26492,44031.30223,18706.69866,31265.11736,30195.68487,16560.06782,3048.159546,6543.962773,0,16732.20259,11375.49062,20225.74316,4988.732628,8504.871986,10549.21909,0,7011.437037,17389.04529,12908.41414,0,8120.094299,0,0,0,0,0,0,0,0,0,0,12901.01558,6287.162417,31555.27026,10171.76494,3877.710107,11742.34245,0,3131.401701,22013.71259,2407.262395,17608.00049,8312.395779,5025.593009
673.47a2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12723.5597,0,0,0,0,9439.046348,0,10953.21449,0,0,0,0,17509.95161,0,0,0,0,13715.72167,18133.94298,0,13394.66533,0,11586.52022,15497.97954,13733.62886,0,14466.54956,0,0,0,0,0,0,0,0,11950.63651,11893.95588,23725.95813,12985.75874,25340.56355,13233.20157,9298.51994,9779.649615,15904.27959,5988.51859,6976.071796,14575.91523,12136.21706,0,0,0,0,0,0,0,0,0,0,0,83005.26315,205377.8302,12489.6177,12603.23737,16087.2084,8041.45064,53242.64065,33776.88728,266496.8253,171033.878,9517.311494,0,11723.91864,11985.01512,0
293.1471a0.44,0,0,36767.44218,137879.2919,99606.58483,41836.57449,31790.30259,36711.93635,36536.33164,82433.31202,73638.29815,34258.69339,25028.81999,30490.61167,49746.61205,52592.59299,31886.98112,28662.84893,48185.13496,42226.5019,25091.63121,27989.37577,44038.82327,28634.46204,76575.73596,41178.41977,19739.78086,18750.68629,41184.13275,30048.54766,18125.0316,17618.4663,72836.38116,50540.15542,32225.49456,28098.02502,47012.64891,41552.88635,40350.64709,49911.38135,43147.03996,45019.71902,51206.05747,101945.3006,105449.7289,134764.3094,105096.054,55360.81003,34990.23715,24004.14741,55910.55519,32171.98082,156044.6121,142905.4615,44426.28678,60838.72836,0,200795.1411,89032.59651,60302.50392,57912.11689,59622.04301,100502.5759,64439.94036,30136.0074,27914.46105,9426.755566,8208.683625,0,78275.54928,32943.30665,30873.49747,56400.39951,28940.08343,32503.55033,35117.51568,19918.27914,19487.33741,0,44415.28331,61540.55162,35031.87744,33397.02642,45200.75656,49494.24503,33096.41128,13228.02603,37380.95658,27581.96731,17747.04087
1176.7563a2.8,10370.14481,13587.95821,14383.09234,12126.20543,16177.46553,26251.55236,19492.1249,14022.54431,18925.82155,44540.99838,17334.61351,13832.04275,14716.74077,29155.55969,11173.14494,53724.22994,125292.1498,13777.43176,28921.33891,30949.36928,38855.5055,11861.99391,9467.150887,7369.939356,13865.02835,14520.42804,7115.015995,11050.88394,16641.32387,15936.5584,29252.04841,18979.38693,16461.11045,10058.89628,6859.350356,16124.50241,16676.81324,18468.53107,20119.85997,31193.13984,15342.39815,11144.30325,13728.6551,9548.981877,10753.26639,12011.71436,9575.317158,8582.344693,10104.52083,21242.91473,9989.777601,22064.02878,15916.38865,20991.2862,10593.12077,12210.70096,9312.466732,10025.95798,14079.36147,14070.43602,13940.09452,21935.92605,16720.59009,9244.730744,7814.99411,29568.31005,36086.22531,14273.09661,4054.530075,20997.49414,10599.54898,9553.600764,13991.81068,9200.306835,13156.93951,18209.08221,29663.0852,17519.35236,11571.14744,13008.43859,10591.26061,7164.191987,10177.78646,12983.90895,20115.60824,6428.402096,8214.018672,6085.473062,9528.18905,4359.730315
1234.838a3.14,0,0,39219.86507,128421.7557,91561.86363,41312.39258,33688.57012,41603.76183,30086.09364,85547.54937,89855.18336,29516.32824,24340.24779,23442.19573,70800.79364,46805.8325,26346.95266,23648.92543,40003.93,34347.56797,21276.9358,28337.68007,40417.41841,23339.22085,61851.61959,39610.87356,15597.75843,17989.4064,32722.58079,27110.4136,15495.3095,0,56429.33906,40981.49669,20643.16176,31628.91241,28936.80296,31921.94258,38786.03746,46432.85545,48813.94886,37995.81403,38481.73566,58105.64585,70807.82358,100078.2238,79470.33483,45629.38948,22301.06651,15342.25305,36692.14867,28724.42775,187587.5964,143555.3926,74154.44517,80344.70222,66325.146,167725.9563,159742.7972,74050.99457,52371.81304,52000.13171,110512.6208,62283.86542,21627.42248,8459.09609,26012.40392,5608.899794,0,74072.01574,37484.91241,32657.756,41193.74945,34514.0272,38637.03399,32540.25826,25923.82853,15662.12828,37490.79808,24303.62235,54637.63637,20848.23641,21848.86414,49430.63366,22940.46367,29727.18836,12301.59789,39918.18081,27403.14259,15900.9179
258.1153a1.03,0,0,0,0,0,0,0,0,0,40037.03024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30360.47976,0,4547.97848,45498.78828,0,3631.585579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4035.472918,8173.513514,5706.634851,17130.53237,0,0,0,0,0,0,0,0,0,0,0,0,12381.65574,0,80579.23839,191112.7281,17262.98416,0,22199.95756,44512.40908,87394.44719,0,0,0,0,0
1545.8743a2.63,42077.48618,60424.44075,61870.18095,121573.4548,94489.37466,71173.61504,87975.77665,78397.3147,54523.14977,77053.4844,255584.1215,131023.215,69146.03485,49618.7786,92324.10721,61881.55271,63377.01745,89938.88152,131628.3971,83975.66486,40100.38036,76510.84309,89723.50242,0,122339.8447,168529.4166,82153.22406,76118.56397,242553.2337,84397.97065,13196.88122,94136.15273,36719.62165,0,0,39601.22922,84034.65932,50965.48885,0,0,0,52858.39699,0,70747.42674,59988.38757,94504.74538,100974.2671,85293.15465,63451.56243,32620.09891,71131.13783,0,387345.6077,276604.7234,204844.8196,248248.9656,292270.7872,210274.0788,304132.6558,195275.8807,115362.1567,141274.2493,217031.1597,0,56406.67575,43849.24061,36439.73983,36859.83381,79946.89108,177341.5482,77912.94694,83225.54351,54873.19484,56799.34005,103673.2318,0,0,28907.29401,145527.3083,0,0,82578.7666,0,0,0,0,37450.90958,70886.14932,0,20288.86548
458.2866a4.17,0,0,0,0,0,0,4965.781334,0,0,2576.317871,0,0,0,0,0,0,11006.4467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5183.300702,177483.178,5881.0072,21959.99833,0,0,18612.47023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13123.62299,0,10643.94489,13393.00239,3877.849602,22289.21559,68393.47927,0,0,0,0,0,0,0,0,0,0,0,0,19749.73542,13284.87232,0,0,53523.95556,0,0,0,0,0,0,0,4502.762681
218.0415a2.68,0,6827.652578,13245.64875,0,7383.064141,0,0,23742.14181,9847.610674,38997.26353,14479.60948,4546.571488,12985.68311,9831.407439,17263.87908,8668.219812,387539.8845,0,16854.18731,306517.9012,0,108379.7928,0,359017.3525,0,0,7672.265542,10589.0408,1388270.889,5725.307846,0,3572.795519,5756.47745,66930.00642,321477.917,185978.033,708759.4128,338917.2481,210191.7504,152975.8387,154299.8459,0,138700.9179,0,0,20438.17638,0,0,0,9330.396318,0,210561.0913,278547.0241,537625.9842,108196.4579,246356.6938,207392.4435,527780.5976,217702.7797,179657.9724,370454.8736,30060.43618,76503.40177,101380.2793,6547.321268,0,17620.23769,0,2721.01387,36082.01068,0,47856.91017,8542.34433,9882.764864,0,146381.4242,122801.7366,290489.7574,191462.3193,439097.8832,193863.292,432448.7212,261383.4968,195425.1294,275498.1121,117822.0835,0,115664.1647,397811.4248,0
1206.8104a2.84,618060.6304,624433.3152,554931.389,655569.3185,511323.4286,379332.1556,768372.1869,480747.1198,352711.0624,422926.8482,608594.3884,386486.2995,402502.0808,379143.7869,699607.9024,469304.9138,265528.5488,656050.8985,417700.0425,426519.3971,355143.6109,446197.4476,363417.5036,342680.8048,596178.5477,534135.3044,325963.3465,415915.4819,382136.8206,524770.4977,207639.9528,327059.6881,297876.9818,353027.9031,356219.3871,225033.3569,372511.7712,243604.5533,466684.8529,439573.7953,419940.251,465348.6313,362434.0046,301327.7899,352332.7865,406700.1051,346880.2568,280346.9794,378159.7958,248593.5051,329370.1566,386734.4728,390808.0111,354824.6757,370039.9625,344855.6017,373898.755,344298.1522,526087.3605,473006.2418,351446.564,427559.5704,445729.6131,347452.9417,373568.3027,408011.3811,313983.5427,306548.8345,131968.302,653906.9438,372147.0538,347838.4413,454881.5667,435245.6563,540619.4773,311860.5828,432485.4578,247137.3872,431809.6043,672414.354,359279.2823,299303.8911,329129.4901,338220.4482,340723.0209,332525.2528,294817.1043,324339.5419,282271.3252,166438.7536
787.6012a5.45,0,0,141996.8378,420476.1313,330328.081,180306.3281,154391.3443,0,109902.2679,259804.9818,314196.0827,101683.6208,99930.07145,78244.39399,261611.5753,147151.972,76056.54861,99984.10112,117692.6925,109748.1796,61960.47356,95826.54888,156722.5371,81491.65674,228529.65,132114.299,65058.51109,74553.22751,101914.7183,92200.37992,53685.69009,59031.06879,195073.2153,160384.7251,63651.84747,61575.31674,124238.3963,112280.5035,144790.3524,138060.8284,168376.5772,93980.72673,104241.4956,206071.4031,189720.9574,304784.0478,242388.0367,151816.9777,106956.7078,26538.99497,104864.7693,70640.6422,471109.992,412534.5885,239395.517,276599.4527,157846.8883,432746.5439,339871.7186,265400.3867,223183.9861,148247.8081,376277.9547,186917.9608,101898.4611,86726.18959,77168.19253,59342.66362,0,206255.5733,109747.2803,106084.4398,126465.6263,107044.5077,124512.8287,107424.9638,111337.2094,43411.04716,127345.7038,180605.2599,168774.6361,99824.77141,87635.40308,114712.9266,94047.97433,97277.28657,34886.65181,143789.2622,74826.06131,56104.36462
1095.7822a4.66,18056.88101,0,60098.87414,143182.3093,117161.7608,98928.31209,67257.07888,94693.75719,57191.75686,62818.23651,157170.8613,50036.54399,49291.13351,27682.53405,129961.084,69040.92326,18708.68917,39863.346,56990.86705,33189.26335,30116.45377,31887.70459,86799.7595,19821.36704,88452.08426,57931.26656,24595.17235,37526.74858,39806.6708,43169.97666,25508.79948,35757.50748,70650.21737,69542.71725,20430.01637,21057.24659,36051.27053,26394.61833,40451.73393,32816.66626,58082.48048,38721.03222,31245.55578,47067.04523,153864.7692,212923.7058,166845.1039,133177.4334,35613.35879,7635.837078,29022.47978,0,157098.8895,204415.7348,104499.6112,233531.1826,68501.95778,182723.702,158963.7592,68182.16154,71700.49611,178824.6646,186076.79,89207.02159,31348.69154,59486.93106,58581.38349,35560.46668,19046.74882,91756.79843,48495.86555,39254.4541,47382.5829,50529.2569,43621.68094,16825.53681,29060.93012,19711.49652,41198.61181,52585.04922,39775.69535,17314.29079,23644.21338,29634.63403,24956.51396,18703.34337,17006.79587,38407.2381,18512.9228,26870.30035
1128.7656a4.01,13522.16992,0,11905.69295,0,0,0,14143.44516,0,0,10206.54744,0,0,0,0,0,0,0,0,0,11390.78476,0,0,0,52597.45259,0,0,0,0,87880.44205,0,0,0,5968.245171,19654.72937,18925.7136,0,0,0,25387.11067,112090.8356,0,0,78375.34813,7073.761278,8795.631288,0,0,6202.256586,0,0,0,92776.17119,201662.9998,160369.259,133749.4154,220127.5056,180958.1978,76729.47197,108949.742,60406.55809,0,0,38829.11335,51883.1575,13302.13323,0,0,0,0,17801.577,0,0,9065.51772,0,0,0,0,0,0,28051.36728,10538.99118,0,0,8759.13072,9241.984186,0,10335.26969,14805.30602,87137.57922,0
838.5554a2.88,23739.07891,26961.54444,21038.31867,24098.38477,0,38527.37003,0,0,30902.31111,111494.2535,35158.1609,0,0,13363.84679,30321.53334,18743.96097,113085.9254,144001.4272,99830.81401,105479.595,90933.27409,114924.3412,167661.5633,118610.1639,117103.7575,147107.9027,71148.66599,82471.98845,241782.414,94195.47825,48405.20481,61361.15282,51428.91743,106420.4881,119013.752,60044.6823,184168.4944,119082.7314,151678.5708,373737.9238,168920.7758,161300.4661,286258.2294,106019.4955,48593.83906,77135.29436,106465.8472,78841.15596,95892.22076,46275.78278,73897.57457,154222.8204,289647.1606,203393.7057,155903.6311,261863.3475,175535.133,144598.6992,180789.0477,149844.2295,96487.84942,200067.0043,167301.5114,156638.7667,147211.3498,42925.40469,72583.24344,27025.36692,0,25485.58109,28576.76649,16420.08366,9618.696642,15357.72003,18003.12405,55646.87564,355146.0079,87534.78841,150624.6761,188309.6057,93410.16075,110714.3432,128000.0321,220545.078,158642.2536,74627.71128,44689.27714,69900.04433,138909.2143,42022.32543
665.408a1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98797.28879,0,0,26286.79063,0,0,0,68305.69651,0,0,0,0,248198.1497,0,0,0,0,0,16105.68338,31040.31453,7710.129352,17771.63358,32984.72619,176305.3239,17341.92302,16477.20311,78637.63682,0,0,0,0,0,0,10353.12441,0,46966.30459,74568.34748,129957.4448,35061.1153,33440.99354,91585.23263,46317.12484,68334.19036,34904.39306,18127.28274,0,11571.68319,18403.80497,23216.22933,0,0,0,0,0,0,0,0,0,0,34912.76091,41078.7663,8495.629945,30798.86015,36006.97634,57029.29782,47959.52327,84448.10244,82036.45224,67866.67826,18166.98589,0,5830.682656,29978.64813,0
966.5504a5.07,6016.287618,4011.411886,9705.060243,7579.924763,12966.10461,8227.696353,12820.60687,3495.046593,11398.77719,14636.47254,8857.447711,8439.919862,8771.731293,5946.194516,8930.357132,10297.98138,7087.906765,10334.76282,3584.24271,11547.05644,3049.490177,12481.79693,6986.188438,9946.632866,11087.94473,10477.80887,6450.200852,3949.230076,11630.99525,9231.872532,3324.077657,5786.943665,7667.793773,12243.29386,14764.15735,6290.508603,11014.59312,10299.42698,13398.03222,15020.03051,15002.15489,15660.67416,13468.85649,7990.665425,10848.29722,12180.01085,12819.47696,8506.307728,8667.426173,5120.964682,6180.049108,8740.122145,256786.774,177960.066,152217.1834,227169.3219,33930.22897,166331.2195,232787.8892,91005.59873,16162.68514,21904.51362,127228.5241,96408.34274,3798.619428,10899.35745,12224.44264,9480.761946,7510.388342,16226.97729,7298.215688,4085.093628,5063.241289,9157.653208,5155.216595,11143.79915,10115.36302,5284.880462,12930.03664,19933.55031,9813.920385,6814.00745,8317.056697,10500.75912,10660.37447,14775.31362,5269.966814,16450.00097,8315.617846,2956.650911
1157.7829a3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143941.6756,0,0,50126.27206,0,0,0,8690.672907,0,0,0,0,253688.203,0,0,0,0,9033.368894,6658.490003,32783.01218,4714.654406,24955.21097,5024.821192,86961.00426,4451.754366,0,28401.88152,0,0,0,0,0,0,0,0,25210.03754,119920.9435,42488.62562,0,50043.92312,0,34557.0139,19588.19365,21469.84363,4430.548797,0,16038.19354,3572.108398,0,0,0,0,0,0,0,0,0,0,0,14530.95702,12163.53244,23547.91361,10673.98268,19887.96247,31714.8112,30666.24355,43876.87092,40129.56587,34833.33653,0,0,0,16339.10162,0
94.0672a1.73,0,0,50525.44683,204719.0768,148753.1653,70992.35588,58684.04842,61113.20903,52676.06025,96845.12407,124652.7122,50986.92297,40184.74329,41319.1924,101847.7522,91655.78082,39781.1605,63541.22575,76821.86649,60917.54183,40557.38843,46903.19199,79445.60223,0,149967.9527,111544.5014,41677.18661,41494.10436,70095.69668,52981.46206,20303.81454,28749.06935,116703.8392,73189.84499,52265.46101,14027.66621,0,0,56412.72017,0,68709.12599,21639.77328,36359.35531,173965.738,214283.9632,223245.2937,196141.8025,137502.3636,58996.73212,20320.72827,68474.68907,37759.8768,249074.3703,36633.29213,76363.36736,118913.8644,24474.29055,177663.7649,29430.0774,78715.64516,150159.6392,157726.8221,166213.2389,76627.08832,32636.16031,30737.60195,14946.05696,21897.16999,0,164096.0113,50084.24924,60107.59245,78353.67819,51552.94395,59704.39149,0,44690.85455,36810.22092,0,59161.36092,0,0,0,56488.19853,81503.4276,38571.01931,29351.91722,54160.50683,28291.35906,29709.21714
250.1742a1.82,0,0,0,10353.23131,10559.80922,0,0,0,0,0,0,0,0,0,0,4369.021204,474727.398,9376.374751,10788.9326,366849.1874,58676.81396,7095.583616,0,66685.70896,12481.24414,5093.311909,4161.444001,3017.568492,2059994.923,11968.72623,40621.65646,29977.38357,16957.63817,0,103464.5808,54679.41317,0,57089.51287,0,219616.5077,0,24553.81586,21204.71293,9305.034902,8125.487952,18677.32959,7721.629723,3137.180303,0,7947.449544,0,278447.4215,640895.7678,719874.6032,84869.75426,176276.4721,0,362522.8229,263158.1466,232335.1733,0,5340.112596,110656.0366,0,4806.745603,0,0,0,0,0,0,0,0,0,0,146134.3921,149262.0306,69143.19343,120615.2158,216951.4946,199529.8342,175765.7901,253433.8787,316601.9667,263401.1089,15286.18805,4498.461497,0,184956.3104,0
810.4625a4.64,0,0,0,0,0,0,0,0,0,0,0,9542.775331,0,0,0,0,10742.96341,0,0,0,0,0,7844.782386,0,0,0,0,0,10641.27196,0,0,0,17382.07475,27231.83321,0,0,0,0,27525.14211,52966.61158,5412.441243,0,31108.60124,36226.12579,10557.57327,0,16990.89407,4587.78206,6375.578281,11550.30221,71025.13492,30242.25263,68333.35446,21287.9723,33935.4229,92552.34948,81731.86115,164020.3886,162522.2181,73119.84316,41341.26368,21775.09442,101236.5271,33815.80517,0,0,0,0,0,0,0,0,5014.001441,0,0,68359.90873,124459.1369,0,107517.8369,208829.4369,114344.0671,16680.45678,170862.8511,302205.6707,500843.992,0,0,0,0,3845.008397
